gid,심_응,약국,소방서,경찰서,안전상비,버스정류소,지하철,어린이집,유아인구수,총인구수,0.00,1.00,순위
다사5433,0,3,0,0,8,15,0,15,484,11021,0.85,0.15,380
다사7726,0,5,0,1,7,11,0,3,126,4582,0.86,0.14,381
다사3555,0,3,0,0,8,12,0,10,491,10494,0.86,0.14,382
다사8527,0,4,0,0,6,7,0,6,93,3104,0.86,0.14,383
다사1961,0,4,0,1,3,11,0,3,33,1594,0.86,0.14,384
다사6939,0,11,0,2,13,21,1,25,556,16535,0.86,0.14,385
다사4560,0,2,0,0,6,15,0,4,368,4759,0.86,0.14,386
다사5316,0,2,0,0,6,20,0,5,209,5164,0.86,0.14,387
다사4835,0,3,0,1,7,13,0,9,423,12364,0.86,0.14,388
다사4732,0,3,0,0,4,14,0,4,261,9498,0.86,0.14,389
다사3920,0,6,0,0,10,4,0,8,779,7781,0.86,0.14,390
다사7056,0,5,0,1,4,10,0,25,559,12012,0.86,0.14,391
다사5612,1,2,0,0,6,18,0,6,229,6815,0.86,0.14,392
다사3626,0,3,0,0,8,10,0,22,457,11428,0.86,0.14,393
다사6622,0,2,0,0,6,14,0,9,468,11993,0.86,0.14,394
다사4011,1,4,0,0,11,9,0,3,250,4715,0.86,0.14,395
다사6112,0,7,0,0,13,16,0,19,785,12093,0.86,0.14,396
다사4701,0,5,0,0,3,13,0,9,753,7348,0.86,0.14,397
다바7889,0,2,1,1,7,2,0,12,654,11593,0.86,0.14,398
다사6379,0,2,0,0,6,11,0,5,1140,12225,0.86,0.14,399
다사3469,0,2,0,0,3,9,0,18,368,8261,0.87,0.13,400
다사4268,0,0,0,0,3,10,0,4,55,2213,0.87,0.13,401
다사3156,0,8,0,1,17,19,0,35,1432,25499,0.87,0.13,402
라사1101,0,2,0,0,1,3,0,4,28,1652,0.87,0.13,403
다사6918,0,1,0,0,5,15,1,6,437,11259,0.87,0.13,404
다사3130,0,7,0,0,26,8,0,15,1561,21889,0.87,0.13,405
다사3838,0,8,0,1,9,2,0,16,809,12899,0.87,0.13,406
다사7389,1,4,0,0,5,8,0,5,118,3648,0.87,0.13,407
다사4423,0,2,0,0,6,11,0,10,230,7770,0.87,0.13,408
다사3935,0,4,0,1,5,8,0,6,114,5174,0.87,0.13,409
다사8449,0,4,0,1,4,12,1,3,56,2352,0.87,0.13,410
다사4768,0,2,0,0,6,12,0,14,464,10981,0.87,0.13,411
다사3542,0,8,0,2,18,28,0,23,755,24415,0.87,0.13,412
다사5212,0,1,0,0,2,9,0,11,811,11332,0.87,0.13,413
다사3941,0,0,0,0,9,14,0,9,645,11234,0.87,0.13,414
다바6085,0,2,0,0,6,14,0,6,133,4825,0.87,0.13,415
다바4886,0,5,0,0,3,17,0,4,135,3399,0.87,0.13,416
다사4459,0,8,0,0,10,12,0,11,792,13676,0.87,0.13,417
다사5133,0,11,0,1,15,32,0,33,1031,26404,0.87,0.13,418
다사7006,0,4,0,0,5,0,0,14,1032,10990,0.88,0.12,419
다사3165,0,2,0,0,6,27,0,18,451,11887,0.88,0.12,420
다사6108,0,4,0,0,6,8,0,12,995,12203,0.88,0.12,421
다사2762,0,2,0,0,5,15,0,14,828,11756,0.88,0.12,422
다사5021,0,2,0,1,3,20,0,17,364,8606,0.88,0.12,423
다사4324,0,2,0,0,9,12,0,10,410,12971,0.88,0.12,424
다사6418,0,2,0,0,6,20,1,10,763,10418,0.88,0.12,425
다사7732,0,0,0,0,2,9,0,4,71,1679,0.88,0.12,426
다바6393,0,0,0,0,2,14,0,4,46,1622,0.88,0.12,427
다바6185,0,0,0,1,5,16,0,4,69,3194,0.88,0.12,428
다사3070,0,0,0,0,8,14,0,5,36,1660,0.88,0.12,429
라사0311,0,3,0,0,1,7,0,4,33,1166,0.88,0.12,430
다사5817,0,6,0,2,30,14,0,31,601,19030,0.88,0.12,431
다사5218,1,4,0,0,6,4,0,16,1018,12067,0.88,0.12,432
다사7449,0,8,0,0,9,36,0,23,799,17348,0.88,0.12,433
다사7835,0,2,0,0,10,27,0,6,206,8994,0.88,0.12,434
다사3864,1,7,0,0,9,17,0,2,238,5453,0.88,0.12,435
다사7488,0,3,0,1,2,9,0,3,19,1158,0.88,0.12,436
다사4163,0,0,0,0,0,9,0,4,52,2053,0.88,0.12,437
다사6008,0,2,0,0,11,19,0,20,539,11469,0.88,0.12,438
다사6512,1,7,0,0,10,7,0,12,795,11858,0.89,0.11,439
다사9717,0,2,0,0,5,11,0,4,105,3516,0.89,0.11,440
다아6103,0,3,0,0,3,8,0,5,292,3216,0.89,0.11,441
다사3368,0,7,0,0,7,15,0,21,567,14491,0.89,0.11,442
다사6627,0,2,0,0,5,20,0,11,282,8758,0.89,0.11,443
다사8061,0,1,0,0,6,15,0,4,60,2453,0.89,0.11,444
다사5432,0,2,0,0,7,18,0,11,606,11981,0.89,0.11,445
다사8395,0,2,0,1,4,5,0,5,72,2278,0.89,0.11,446
다사2975,0,2,0,0,5,19,0,4,121,4566,0.89,0.11,447
다사3764,0,2,0,0,5,15,0,12,749,12385,0.89,0.11,448
다사6021,0,8,0,0,9,25,0,13,1001,20886,0.89,0.11,449
다바6589,0,6,0,0,15,21,0,10,808,13077,0.89,0.11,450
다사3832,0,1,0,0,3,10,0,5,77,2788,0.89,0.11,451
다사6210,0,8,0,0,6,17,0,18,800,17836,0.89,0.11,452
다사5872,0,2,0,0,9,14,1,6,200,6815,0.89,0.11,453
다사3230,0,2,0,0,6,8,0,14,724,10582,0.89,0.11,454
다바6888,0,3,0,0,7,12,0,14,556,11885,0.89,0.11,455
다사6516,0,2,0,0,4,18,0,16,489,11032,0.89,0.11,456
다사5519,0,3,0,1,14,25,0,6,1101,16588,0.89,0.11,457
다사5029,0,6,0,2,19,25,2,23,758,29261,0.89,0.11,458
다사8135,0,0,0,0,2,11,0,3,71,1840,0.90,0.10,459
다사5228,0,2,0,2,2,27,0,4,101,2754,0.90,0.10,460
다사3446,0,2,0,0,6,26,0,11,455,13045,0.90,0.10,461
다사6531,0,7,0,0,10,8,1,3,107,3971,0.90,0.10,462
다사3343,0,8,0,1,17,36,1,17,644,12129,0.90,0.10,463
다사3228,1,5,1,1,17,11,1,21,447,13657,0.90,0.10,464
다사2958,0,8,0,0,12,30,0,20,547,16570,0.90,0.10,465
다사3946,0,1,0,0,5,21,0,4,84,4283,0.90,0.10,466
다사2974,0,2,0,0,6,11,0,2,57,2046,0.90,0.10,467
다사4123,0,2,0,0,12,22,0,18,650,19387,0.90,0.10,468
다사3960,0,1,0,0,0,11,0,3,35,1228,0.90,0.10,469
다사7115,0,2,0,1,2,20,1,3,41,1186,0.90,0.10,470
다사6410,0,2,0,0,0,8,0,4,329,6042,0.90,0.10,471
다바6988,0,0,0,0,3,9,0,5,83,2119,0.90,0.10,472
다사3627,0,6,0,1,14,11,0,13,534,16730,0.90,0.10,473
다사6479,0,5,0,0,10,3,0,8,1114,14258,0.90,0.10,474
다사6608,0,2,0,0,2,3,0,5,358,4508,0.90,0.10,475
다사4535,0,8,0,0,12,32,1,6,1427,20009,0.90,0.10,476
다사3232,0,3,0,0,15,17,1,20,703,14464,0.90,0.10,477
다사4926,0,2,0,0,4,19,0,5,387,7726,0.90,0.10,478
다사5407,0,2,0,0,2,8,0,3,58,2177,0.90,0.10,479
다사4461,0,4,0,0,13,17,1,2,599,8906,0.90,0.10,480
다사7464,0,6,0,0,6,15,0,22,477,13636,0.91,0.09,481
다사4661,0,12,0,1,16,21,1,9,1730,20605,0.91,0.09,482
다사6125,0,1,0,0,5,20,0,10,485,10068,0.91,0.09,483
다사9620,1,2,0,0,5,12,0,13,497,11228,0.91,0.09,484
다사6277,0,3,0,0,6,8,0,10,204,5090,0.91,0.09,485
다사6103,0,3,0,0,10,13,0,15,528,12013,0.91,0.09,486
다바9297,0,1,0,0,0,12,0,3,7,810,0.91,0.09,487
다사5032,0,0,0,0,15,29,0,13,926,15294,0.91,0.09,488
다사2257,0,1,0,0,6,8,0,4,55,1418,0.91,0.09,489
라사1317,0,0,0,0,2,15,0,4,41,1038,0.91,0.09,490
다사4441,1,8,0,1,12,21,0,32,1362,31373,0.91,0.09,491
다사4723,0,2,0,0,6,9,1,20,435,11410,0.91,0.09,492
다사6203,0,1,0,0,3,17,0,19,576,10091,0.91,0.09,493
다아6203,0,4,0,0,4,5,0,4,138,4840,0.91,0.09,494
다사5918,0,9,0,1,16,18,0,41,1128,31712,0.91,0.09,495
다사5913,0,4,0,0,9,14,0,15,671,13112,0.91,0.09,496
다사5420,0,3,0,0,5,13,1,10,199,6013,0.91,0.09,497
다사3466,0,5,0,0,6,25,1,8,699,13885,0.91,0.09,498
다사6984,0,0,0,1,3,18,0,6,55,1753,0.91,0.09,499
다사3932,0,1,0,0,4,10,0,6,81,3563,0.91,0.09,500
다사6426,0,4,0,0,14,43,1,22,887,18595,0.91,0.09,501
다사9621,0,2,0,1,6,11,0,7,417,7168,0.91,0.09,502
다사3830,0,5,0,0,12,4,0,3,701,9584,0.91,0.09,503
다사3556,0,7,0,1,11,12,1,14,480,11876,0.91,0.09,504
다사8132,0,2,0,0,3,19,0,6,170,4758,0.91,0.09,505
다사4429,0,3,0,1,5,13,0,5,128,4731,0.91,0.09,506
다사6839,0,4,0,0,3,5,0,4,946,14602,0.91,0.09,507
다사5321,0,1,0,0,8,22,0,10,338,9270,0.91,0.09,508
다사7831,0,3,0,0,5,9,0,10,289,4937,0.91,0.09,509
다사6628,1,3,0,0,4,13,0,4,130,4002,0.91,0.09,510
다사3837,0,7,0,0,13,3,0,10,2098,19470,0.91,0.09,511
다바3999,0,0,0,0,0,12,0,3,80,2652,0.91,0.09,512
다사6611,0,0,0,0,2,10,0,14,870,10048,0.91,0.09,513
다바6487,0,0,0,0,7,10,0,7,47,2817,0.91,0.09,514
다사7661,0,3,0,0,4,8,0,6,313,5035,0.91,0.09,515
다사8341,0,3,0,1,7,8,0,4,131,3870,0.92,0.08,516
다사5334,0,2,0,1,9,10,0,7,287,7732,0.92,0.08,517
다바5088,0,0,0,0,1,10,0,3,7,190,0.92,0.08,518
다사4026,0,4,0,0,14,10,0,13,439,14832,0.92,0.08,519
다사6282,0,7,0,0,3,6,0,3,144,3223,0.92,0.08,520
다사5328,1,6,0,0,5,13,0,15,611,17268,0.92,0.08,521
다사4060,1,4,0,0,3,13,0,1,77,4625,0.92,0.08,522
다사7762,0,3,0,0,12,16,0,30,1081,22130,0.92,0.08,523
다사5419,0,2,0,0,2,7,0,3,80,3572,0.92,0.08,524
다바3796,1,2,0,0,3,7,0,3,31,919,0.92,0.08,525
다사7057,0,2,0,0,8,6,0,4,354,6949,0.92,0.08,526
다사8349,0,2,0,0,1,5,0,3,54,2214,0.92,0.08,527
다사5623,0,2,0,0,3,10,0,17,551,16042,0.92,0.08,528
다사6221,0,0,0,0,3,14,0,7,774,9532,0.92,0.08,529
다사5969,0,6,0,0,14,23,1,25,608,20091,0.92,0.08,530
다사7630,0,2,0,0,1,7,0,3,47,886,0.92,0.08,531
다아7700,0,2,0,1,2,4,0,3,17,960,0.92,0.08,532
다사3940,0,3,0,0,7,13,0,12,1089,12948,0.92,0.08,533
다사5715,0,1,0,0,8,14,0,9,324,5408,0.92,0.08,534
다사6276,0,1,0,0,6,11,0,8,335,6182,0.92,0.08,535
다사5578,0,0,0,0,3,8,0,4,32,1821,0.92,0.08,536
라사1223,0,2,0,0,11,34,0,9,584,9331,0.92,0.08,537
라사0730,0,2,0,1,1,6,0,3,14,881,0.92,0.08,538
다사4824,0,3,0,0,7,11,0,6,539,6121,0.92,0.08,539
다사7653,0,0,0,0,0,10,0,3,11,453,0.92,0.08,540
다사5532,0,1,0,1,3,32,0,6,314,8272,0.92,0.08,541
다사6188,0,2,0,0,13,27,0,23,443,13939,0.92,0.08,542
다사6522,0,8,0,0,9,30,1,11,676,17119,0.92,0.08,543
다사6020,0,8,0,0,12,16,0,7,888,19110,0.92,0.08,544
다사6662,0,2,0,0,5,16,0,18,681,13049,0.92,0.08,545
다사1816,0,2,0,1,1,6,0,3,9,650,0.92,0.08,546
다사3129,0,8,0,0,12,13,0,25,599,16256,0.93,0.07,547
다바4988,0,3,0,0,1,4,0,3,10,742,0.93,0.07,548
다사4456,0,0,0,1,2,10,1,5,46,1343,0.93,0.07,549
다사6322,0,0,0,0,1,2,0,8,363,9396,0.93,0.07,550
다사9817,0,2,0,1,3,9,0,4,227,4723,0.93,0.07,551
다사9421,0,2,0,0,2,8,0,9,292,5482,0.93,0.07,552
다사5031,1,1,0,0,4,13,0,3,74,3310,0.93,0.07,553
다사7358,0,2,0,0,4,14,0,7,111,4455,0.93,0.07,554
다사6730,0,7,0,0,8,33,0,24,972,25930,0.93,0.07,555
다사7030,0,0,0,0,6,15,0,5,349,5455,0.93,0.07,556
다사8495,0,4,0,0,1,4,0,3,51,1755,0.93,0.07,557
다사4367,0,1,0,0,4,13,0,3,63,3632,0.93,0.07,558
다사6572,0,5,0,0,6,16,0,17,1220,16590,0.93,0.07,559
다사7137,0,1,0,0,6,22,0,3,65,2849,0.93,0.07,560
다사6110,0,3,0,0,7,10,0,17,967,14765,0.93,0.07,561
다사6661,0,0,0,0,12,19,0,15,731,14220,0.93,0.07,562
다사7471,0,1,0,0,2,18,0,6,72,1395,0.93,0.07,563
다사6172,0,3,0,1,15,27,2,21,549,15800,0.93,0.07,564
다사5014,0,5,0,0,2,2,0,3,255,2074,0.93,0.07,565
다바6688,1,6,0,0,7,16,0,10,1491,19072,0.93,0.07,566
다사9521,0,3,0,0,5,7,0,15,864,12170,0.93,0.07,567
다사6477,0,0,0,0,1,17,0,6,14,408,0.93,0.07,568
다사6067,0,3,0,1,14,20,3,19,509,14595,0.93,0.07,569
다사3964,0,6,0,0,7,13,0,13,858,19691,0.93,0.07,570
다사3328,0,0,0,0,10,6,0,5,40,3202,0.93,0.07,571
라사0081,1,3,0,0,2,12,0,5,138,3816,0.93,0.07,572
다사3367,0,0,0,0,6,8,0,9,567,11361,0.93,0.07,573
다바8489,0,0,0,1,2,14,0,3,9,442,0.93,0.07,574
다사6920,0,4,0,0,7,16,0,19,1056,24311,0.93,0.07,575
다사7152,0,0,0,0,3,5,0,13,1028,14538,0.93,0.07,576
다사6610,0,0,0,0,3,5,0,18,1192,13621,0.93,0.07,577
다사2362,0,2,0,0,11,26,0,13,558,10356,0.93,0.07,578
다사6980,1,2,0,0,4,10,0,2,70,2601,0.93,0.07,579
다사4220,0,4,0,0,19,22,0,17,753,18219,0.93,0.07,580
다사3744,0,6,0,1,13,19,0,10,425,15183,0.93,0.07,581
다사2759,0,0,0,0,3,8,0,17,1217,12766,0.93,0.07,582
다사5369,0,0,0,0,5,9,0,3,39,1720,0.93,0.07,583
다사4702,0,3,0,0,8,6,0,8,785,8080,0.93,0.07,584
다바4887,0,3,0,1,15,20,0,25,833,22376,0.93,0.07,585
다사6117,0,6,0,0,10,14,0,22,696,14625,0.93,0.07,586
다사7616,0,0,0,0,3,9,0,5,263,4463,0.93,0.07,587
다사7334,0,2,0,0,4,12,0,3,170,3749,0.93,0.07,588
다사5422,0,7,0,0,7,27,0,21,533,16497,0.93,0.07,589
다사8807,0,2,0,1,4,26,0,2,38,1650,0.93,0.07,590
다사4466,0,0,0,0,0,0,0,4,63,1645,0.94,0.06,591
다바5188,0,0,0,0,2,2,0,4,59,1718,0.94,0.06,592
다바6489,0,5,0,0,7,25,0,16,687,15072,0.94,0.06,593
다사5219,0,2,0,0,3,7,0,4,97,2086,0.94,0.06,594
라사0842,0,7,0,1,8,7,1,1,35,1818,0.94,0.06,595
다아8010,0,4,0,1,7,4,0,3,302,2517,0.94,0.06,596
다사3646,0,2,0,0,7,19,0,3,126,3103,0.94,0.06,597
다사5034,0,0,0,0,1,4,0,4,15,562,0.94,0.06,598
다바5890,0,0,0,0,2,4,0,4,75,1543,0.94,0.06,599
다사5025,0,1,0,1,5,21,0,8,287,5252,0.94,0.06,600
다사4012,0,2,0,0,8,17,0,8,522,8745,0.94,0.06,601
다사4734,0,8,0,0,15,21,0,19,568,21134,0.94,0.06,602
다사5314,0,1,0,0,3,10,0,9,334,7194,0.94,0.06,603
다사4529,0,0,0,0,1,0,0,4,80,3700,0.94,0.06,604
다사3170,0,0,0,0,3,9,0,14,330,7755,0.94,0.06,605
다사6716,0,0,0,0,2,2,0,4,50,1642,0.94,0.06,606
다사7366,1,7,0,0,8,22,0,16,545,15191,0.94,0.06,607
다사3366,0,0,0,0,5,23,0,6,341,7175,0.94,0.06,608
다바6491,0,3,0,0,9,10,0,10,1905,17571,0.94,0.06,609
라사1102,0,7,0,1,7,17,0,1,44,2937,0.94,0.06,610
다사6170,0,4,0,0,12,14,0,17,430,15466,0.94,0.06,611
다사7532,0,1,0,0,8,12,0,7,491,9572,0.94,0.06,612
다사7037,0,6,0,1,19,37,0,34,782,22983,0.94,0.06,613
다사9918,0,0,0,0,0,2,0,4,0,143,0.94,0.06,614
다사4222,0,4,0,1,18,18,0,15,488,17568,0.94,0.06,615
다사3737,0,4,0,0,14,37,0,15,1002,24127,0.94,0.06,616
다사6305,0,1,0,0,2,9,0,11,855,9624,0.94,0.06,617
다사8679,0,3,0,1,4,9,0,1,64,1176,0.94,0.06,618
다바4699,0,0,0,0,2,1,0,4,38,935,0.94,0.06,619
다사3126,1,3,0,0,7,17,0,2,0,1049,0.94,0.06,620
다사6372,0,2,0,0,5,18,1,13,163,4912,0.94,0.06,621
다바6989,0,2,0,0,3,2,0,11,286,6094,0.94,0.06,622
다사7861,0,3,0,0,5,12,0,9,274,6853,0.94,0.06,623
다사6116,0,7,0,0,17,27,1,51,1826,30943,0.94,0.06,624
다사5368,0,1,0,0,3,14,0,3,30,1012,0.94,0.06,625
다사9718,0,0,0,0,1,6,0,4,46,1290,0.94,0.06,626
다사6619,0,5,0,0,11,11,2,7,1488,15986,0.94,0.06,627
라사0919,0,0,0,0,0,6,0,4,9,193,0.94,0.06,628
다사5822,0,1,0,0,10,10,0,5,105,6083,0.95,0.05,629
다사5131,0,5,0,0,10,30,0,22,824,23420,0.95,0.05,630
다사2262,0,4,0,1,4,10,0,2,260,5661,0.95,0.05,631
다사6520,0,5,0,1,14,42,1,18,746,18612,0.95,0.05,632
다사3372,0,0,0,1,3,15,0,3,39,1434,0.95,0.05,633
다사5320,0,7,0,1,17,32,0,27,615,20613,0.95,0.05,634
다사5722,0,5,0,0,11,15,0,21,432,17463,0.95,0.05,635
다사2560,1,3,0,0,0,5,1,12,400,5575,0.95,0.05,636
다사6319,0,1,0,0,3,12,0,6,305,7763,0.95,0.05,637
다사4027,0,0,0,1,6,2,0,9,311,7713,0.95,0.05,638
다사3924,0,0,0,0,8,16,2,3,98,4380,0.95,0.05,639
다사7760,0,0,0,0,6,7,0,12,303,9092,0.95,0.05,640
다사3455,0,2,0,0,4,0,0,1,1382,10979,0.95,0.05,641
다사3467,0,1,0,0,8,11,0,11,729,15713,0.95,0.05,642
다사4861,0,2,0,0,7,6,1,1,1034,10462,0.95,0.05,643
다사6829,0,2,0,0,3,8,0,4,117,4253,0.95,0.05,644
다사4638,0,2,0,0,4,10,0,7,300,7621,0.95,0.05,645
다사4537,1,7,0,0,10,25,0,21,609,16047,0.95,0.05,646
다사4600,0,2,0,0,6,15,0,6,523,6867,0.95,0.05,647
다사3155,0,3,0,0,8,14,0,18,588,13829,0.95,0.05,648
다사4276,0,4,0,0,2,12,0,1,16,876,0.95,0.05,649
다바6287,0,2,0,0,2,8,0,8,96,3482,0.95,0.05,650
다사7028,0,2,0,0,9,6,0,13,526,10232,0.95,0.05,651
다사6171,1,6,0,0,14,27,0,31,1386,30570,0.95,0.05,652
다사4231,0,4,0,0,6,6,0,3,278,3226,0.95,0.05,653
다사3862,0,1,0,0,6,15,0,3,87,4190,0.95,0.05,654
다사6270,0,3,0,0,5,12,0,6,178,6548,0.95,0.05,655
다사9964,0,4,0,1,3,6,0,3,101,1936,0.95,0.05,656
다사5122,0,0,0,0,3,9,0,6,279,4723,0.95,0.05,657
다사5909,0,2,0,1,6,12,1,12,449,9149,0.95,0.05,658
다사6659,0,7,0,0,16,28,1,13,1157,17166,0.95,0.05,659
다사7367,0,0,0,0,6,13,0,9,165,4625,0.95,0.05,660
다사4655,1,4,0,0,4,0,0,0,962,9889,0.95,0.05,661
다사6626,1,5,0,1,6,21,0,22,1006,22762,0.95,0.05,662
다사3269,0,3,0,0,6,6,0,7,1794,17751,0.95,0.05,663
다바6391,0,4,0,0,6,2,0,0,1298,12578,0.95,0.05,664
다사3056,0,0,0,0,0,9,0,5,189,5539,0.95,0.05,665
다바8089,0,0,0,0,2,21,0,3,37,1948,0.95,0.05,666
다사5813,0,0,0,0,7,11,0,7,179,4709,0.95,0.05,667
다사3257,0,6,0,0,5,5,0,0,29,1414,0.95,0.05,668
다사7215,0,4,0,0,18,19,1,17,1103,18542,0.95,0.05,669
다사9926,0,1,0,1,1,4,0,4,14,1021,0.95,0.05,670
다사7631,0,5,0,0,7,14,0,16,1541,15945,0.95,0.05,671
다사4332,0,2,0,1,3,13,0,4,192,3554,0.95,0.05,672
다사4667,0,0,0,0,1,18,0,5,84,3809,0.95,0.05,673
다사2361,0,4,0,0,9,13,0,23,1341,15809,0.95,0.05,674
다사2959,0,6,0,0,8,14,0,9,1579,19742,0.95,0.05,675
다사6310,0,1,0,0,6,10,0,13,766,7974,0.95,0.05,676
다사3572,0,5,0,0,10,14,1,27,704,14551,0.95,0.05,677
다사6941,0,4,0,0,6,14,0,15,1260,19364,0.95,0.05,678
다사3370,0,0,0,1,5,8,0,9,543,11776,0.95,0.05,679
다사4230,0,1,0,0,4,8,0,16,1172,12586,0.95,0.05,680
다사8680,0,0,0,0,3,8,0,7,72,2185,0.95,0.05,681
다사6762,0,2,0,0,6,15,0,4,558,7267,0.95,0.05,682
다사7518,0,0,0,0,8,12,0,7,197,7081,0.95,0.05,683
다사5114,0,0,0,0,3,8,0,6,350,6641,0.95,0.05,684
다사3157,0,2,0,0,7,18,0,6,465,8549,0.95,0.05,685
다사6763,0,0,0,0,3,11,0,7,485,7115,0.96,0.04,686
다사5417,0,4,0,1,3,14,0,2,42,2563,0.96,0.04,687
다사7370,0,1,0,0,5,5,0,5,76,1956,0.96,0.04,688
다바4798,0,1,0,0,11,9,0,1,35,1936,0.96,0.04,689
다사6509,0,2,0,0,1,5,0,8,757,7746,0.96,0.04,690
다사4825,0,1,0,1,5,13,1,7,216,6659,0.96,0.04,691
다사5908,0,4,0,0,4,12,0,21,787,15689,0.96,0.04,692
다사6857,0,1,0,0,9,18,0,6,316,6611,0.96,0.04,693
다사6480,0,5,0,0,8,8,0,2,666,8206,0.96,0.04,694
다사3871,0,2,0,1,4,14,0,13,138,6299,0.96,0.04,695
다사3831,0,1,0,0,6,8,0,7,338,5240,0.96,0.04,696
다사6289,0,0,0,0,0,8,0,3,31,1376,0.96,0.04,697
다사6820,0,3,0,0,7,13,0,14,1073,16192,0.96,0.04,698
다사9820,0,2,0,0,5,5,0,4,116,3781,0.96,0.04,699
다사6430,0,0,0,0,3,9,0,2,78,1984,0.96,0.04,700
다사7161,0,5,0,1,5,21,1,2,36,2644,0.96,0.04,701
다사6609,0,5,0,0,11,10,0,23,1894,18305,0.96,0.04,702
다사3921,0,0,0,0,5,6,0,13,862,9753,0.96,0.04,703
다사8260,0,4,0,0,8,17,0,18,642,15678,0.96,0.04,704
다사3065,0,0,0,0,1,12,0,4,117,2762,0.96,0.04,705
다사3662,1,2,0,0,2,13,0,5,180,7009,0.96,0.04,706
다사6607,0,1,0,0,5,5,0,11,652,10796,0.96,0.04,707
다사7520,0,0,0,0,3,20,1,3,80,2533,0.96,0.04,708
다사5810,0,1,0,0,3,13,0,8,443,8032,0.96,0.04,709
다사5616,0,2,0,0,3,6,1,4,87,3812,0.96,0.04,710
다사5477,0,1,0,0,2,16,0,3,18,730,0.96,0.04,711
다사7350,0,2,0,1,2,19,0,13,696,14007,0.96,0.04,712
다사7733,0,2,0,0,4,2,0,7,691,8573,0.96,0.04,713
다바4891,0,1,0,0,7,11,0,5,646,6225,0.96,0.04,714
다바6390,0,2,0,0,9,13,0,2,681,9103,0.96,0.04,715
라사0080,0,0,0,0,0,8,0,3,30,1663,0.96,0.04,716
다사6672,0,1,0,0,5,12,0,19,865,9810,0.96,0.04,717
다사6129,0,2,0,0,2,10,0,0,8,115,0.96,0.04,718
다사3131,0,3,0,0,5,4,0,10,639,6828,0.96,0.04,719
다사6026,0,0,0,0,0,12,0,3,109,2198,0.96,0.04,720
다사2860,0,0,0,0,3,11,0,14,727,9218,0.96,0.04,721
다바9397,0,3,0,1,6,8,0,0,31,1241,0.96,0.04,722
다사6481,0,1,0,0,4,8,0,6,311,5265,0.96,0.04,723
다사3730,0,0,0,0,6,2,0,9,908,9141,0.96,0.04,724
다사5068,0,2,0,1,1,10,0,1,7,745,0.96,0.04,725
다사7155,0,4,0,0,5,10,0,0,663,7003,0.96,0.04,726
라사0043,1,2,0,0,4,16,0,3,182,3635,0.96,0.04,727
다사3268,0,1,0,1,8,7,0,5,1607,17420,0.96,0.04,728
다사7548,0,6,1,1,5,24,0,20,547,14341,0.96,0.04,729
다사4733,0,5,0,1,7,20,0,20,721,19589,0.96,0.04,730
다사6433,0,1,0,0,4,25,0,10,151,4090,0.96,0.04,731
다사6617,0,2,0,0,4,12,0,8,225,7679,0.96,0.04,732
다사7576,0,2,0,1,1,9,0,0,0,359,0.96,0.04,733
다사8307,0,2,0,1,1,9,0,2,8,537,0.96,0.04,734
다사6514,0,1,0,0,3,23,0,6,174,4453,0.96,0.04,735
다사6515,0,2,0,0,4,7,0,4,121,2676,0.96,0.04,736
다사3567,0,1,0,0,6,4,0,13,838,13757,0.96,0.04,737
다사6407,0,1,0,0,5,0,0,11,1394,9328,0.96,0.04,738
다바4187,0,4,0,0,8,13,0,0,24,901,0.96,0.04,739
다사6326,0,6,0,0,8,21,0,7,887,14866,0.96,0.04,740
다사2460,0,2,0,0,8,13,1,4,785,7639,0.96,0.04,741
다사6412,0,2,0,1,8,8,0,10,536,7236,0.96,0.04,742
다사3631,0,8,0,2,10,12,0,23,702,18840,0.96,0.04,743
다사6817,0,2,0,0,1,6,0,6,224,5793,0.96,0.04,744
다사6115,0,5,0,0,14,22,0,26,1329,20864,0.96,0.04,745
다사3568,0,0,0,0,11,9,0,5,535,8981,0.96,0.04,746
다사5128,1,3,0,0,9,19,1,0,138,4818,0.96,0.04,747
다사3981,0,2,0,1,3,12,0,1,40,1431,0.96,0.04,748
다사5630,0,2,0,0,5,8,0,5,442,8254,0.96,0.04,749
다사7549,0,4,0,0,4,15,0,23,795,14369,0.96,0.04,750
라사0411,0,3,0,1,6,6,0,2,23,1254,0.96,0.04,751
다바4791,0,1,0,0,4,17,0,28,1143,13274,0.97,0.03,752
다사3256,0,0,0,0,1,2,0,5,656,7582,0.97,0.03,753
다사2861,0,1,0,0,6,8,0,11,548,7795,0.97,0.03,754
다사4927,0,1,0,0,1,10,0,11,374,8281,0.97,0.03,755
다사8259,0,0,0,0,3,9,0,7,212,4408,0.97,0.03,756
다사3930,0,3,0,1,5,10,0,7,148,3681,0.97,0.03,757
다사8467,0,2,0,1,2,18,0,0,36,1351,0.97,0.03,758
다사5125,0,0,0,0,2,12,0,4,143,4459,0.97,0.03,759
다사6612,0,0,0,0,3,3,0,6,457,5801,0.97,0.03,760
다사4048,0,0,0,0,1,9,0,1,77,3063,0.97,0.03,761
다사4633,0,1,0,0,3,10,0,4,330,5873,0.97,0.03,762
다사7029,0,0,0,0,7,12,0,5,383,6702,0.97,0.03,763
다사4225,0,4,0,1,10,16,0,20,438,13767,0.97,0.03,764
다사6371,0,4,0,1,16,32,1,22,525,14219,0.97,0.03,765
