gid,심_응,약국,소방서,경찰서,안전상비,버스정류소,지하철,어린이집,유아인구수,총인구수,0,1,순위
다사7133,0,0,0,0,0,0,0,0,0,84,1,0,7148
다사3005,0,0,0,0,0,1,0,0,0,70,1,0,7149
다사7799,0,0,0,0,1,2,0,0,0,149,1,0,7150
다사7398,0,0,0,0,0,3,0,0,0,76,1,0,7151
다사9915,0,0,0,0,3,6,0,2,100,1904,1,0,7152
다사3711,0,0,0,0,1,3,0,0,9,345,1,0,7153
다바4893,0,0,0,0,0,4,0,0,7,184,1,0,7154
다아7406,0,0,0,0,0,2,0,0,0,9,1,0,7155
다바5991,0,0,0,0,0,0,0,0,0,259,1,0,7156
다사4294,0,0,0,0,0,0,0,0,0,70,1,0,7157
라사0724,0,0,0,0,0,2,0,0,0,108,1,0,7158
라사0146,0,0,0,0,0,0,0,0,0,41,1,0,7159
다바4592,0,0,0,0,0,0,0,0,0,8,1,0,7160
다바6897,0,0,0,0,0,2,0,0,0,17,1,0,7161
다사9634,0,0,0,0,0,0,0,0,0,10,1,0,7162
다바4386,0,0,0,0,0,1,0,0,0,182,1,0,7163
다사4823,0,0,0,0,0,0,0,0,28,341,1,0,7164
다사3258,0,0,0,0,0,2,0,1,0,207,1,0,7165
다사7499,0,0,0,0,0,1,0,0,0,17,1,0,7166
라사0017,0,0,0,0,0,0,0,0,0,25,1,0,7167
다사6301,0,0,0,0,0,1,0,0,0,181,1,0,7168
라사0733,0,0,0,0,0,0,0,0,0,30,1,0,7169
다사9837,0,0,0,0,0,3,0,0,0,76,1,0,7170
다사9613,0,0,0,0,0,2,0,0,8,324,1,0,7171
다사4189,0,0,0,0,0,5,0,1,0,154,1,0,7172
다사8331,0,0,0,0,1,6,0,1,0,143,1,0,7173
다사8441,0,0,0,0,0,0,0,0,21,936,1,0,7174
다사5008,0,0,0,0,1,4,0,0,0,146,1,0,7175
다사7227,0,0,0,0,1,6,0,0,20,396,1,0,7176
다사6889,0,0,0,0,0,0,0,0,0,47,1,0,7177
라사0936,0,0,0,0,0,2,0,0,0,24,1,0,7178
다사4507,0,0,0,0,1,3,0,0,0,193,1,0,7179
다사8142,0,0,0,0,0,0,0,0,0,14,1,0,7180
라사1308,0,0,0,0,0,2,0,0,0,136,1,0,7181
다사8380,0,0,0,0,0,0,0,0,0,6,1,0,7182
라사0925,0,0,0,0,1,4,0,0,0,11,1,0,7183
다바9391,0,0,0,0,0,0,0,0,0,19,1,0,7184
다사5274,0,0,0,0,0,2,0,0,0,17,1,0,7185
다사9530,0,0,0,0,0,0,0,0,0,32,1,0,7186
다아7716,0,0,0,0,0,2,0,0,0,201,1,0,7187
다사4274,0,0,0,0,0,2,0,0,0,32,1,0,7188
다사8205,0,0,0,0,0,0,0,0,0,33,1,0,7189
다사4288,0,0,0,0,0,6,0,0,0,142,1,0,7190
다사4706,0,0,0,0,0,2,0,0,0,88,1,0,7191
라사1844,0,0,0,0,0,0,0,0,0,27,1,0,7192
라사0425,0,0,0,0,0,5,0,0,7,179,1,0,7193
다사9256,0,0,0,0,0,2,0,0,0,123,1,0,7194
다사3276,0,0,0,0,0,0,0,0,0,83,1,0,7195
다바7193,0,0,0,0,0,2,0,0,0,53,1,0,7196
다사5870,0,0,0,0,0,0,0,0,0,40,1,0,7197
다아4601,0,0,0,0,0,0,0,0,0,45,1,0,7198
다사7473,0,0,0,0,0,0,0,0,0,9,1,0,7199
라사0306,0,0,0,0,0,5,0,0,0,123,1,0,7200
다바7788,0,0,0,0,1,6,0,0,0,63,1,0,7201
다아8906,0,0,0,0,0,2,0,1,0,291,1,0,7202
다사9358,0,0,0,0,0,0,0,0,0,24,1,0,7203
라사0031,0,0,0,0,0,3,0,0,0,113,1,0,7204
다사6415,0,0,0,0,3,7,0,1,87,2193,1,0,7205
다사7331,0,0,0,0,0,5,0,2,14,627,1,0,7206
다사8014,0,0,0,0,2,8,0,0,139,2591,1,0,7207
다사1672,0,0,0,0,0,0,0,0,0,0,1,0,7208
다사5783,0,0,0,0,0,4,0,0,0,230,1,0,7209
다사8192,0,0,0,0,0,0,0,0,0,56,1,0,7210
다사7821,0,0,0,0,0,2,0,0,0,38,1,0,7211
다사8108,0,0,0,0,0,4,0,0,0,123,1,0,7212
다바8996,0,0,0,0,0,0,0,0,0,84,1,0,7213
다사9702,0,0,0,0,0,3,0,0,0,100,1,0,7214
다사4467,0,0,0,0,0,6,0,0,0,131,1,0,7215
다사6484,0,0,0,0,0,0,0,0,0,13,1,0,7216
다사6690,0,0,0,0,0,0,0,0,0,49,1,0,7217
다아8902,0,0,0,0,0,0,0,0,0,44,1,0,7218
다사4717,0,0,0,0,0,5,0,0,7,375,1,0,7219
다사9636,0,0,0,0,0,0,0,0,0,23,1,0,7220
다사4777,0,0,0,0,0,0,0,0,0,42,1,0,7221
라사0900,0,0,0,0,0,0,0,0,0,25,1,0,7222
다사5503,0,0,0,0,0,0,0,0,0,43,1,0,7223
다사6800,0,0,0,0,0,4,0,0,0,227,1,0,7224
다아5108,0,0,0,0,0,3,0,0,0,114,1,0,7225
다사5072,0,0,0,0,0,0,0,0,0,20,1,0,7226
다사4338,0,0,0,0,0,0,0,0,0,0,1,0,7227
다사3978,0,0,0,0,0,4,0,0,6,169,1,0,7228
다사2726,0,0,0,0,0,0,0,0,0,8,1,0,7229
다사3320,0,0,0,0,0,0,0,0,0,0,1,0,7230
다사3641,0,0,0,0,0,6,0,0,12,365,1,0,7231
다아9309,0,0,0,0,0,0,0,0,0,8,1,0,7232
라사1530,0,0,0,0,0,6,0,0,0,77,1,0,7233
다사2615,0,0,0,0,0,1,0,0,0,160,1,0,7234
다사9710,0,0,0,0,0,4,0,0,0,194,1,0,7235
다사5517,0,0,0,0,2,8,0,1,7,753,1,0,7236
다사8180,0,0,0,0,0,0,0,0,0,167,1,0,7237
다사3474,0,0,0,0,0,4,0,0,0,49,1,0,7238
다바8790,0,0,0,0,0,4,0,0,0,37,1,0,7239
다바4782,0,0,0,0,0,1,0,0,0,23,1,0,7240
다사6789,0,0,0,0,0,1,0,0,0,9,1,0,7241
다사6620,0,0,0,0,1,0,0,0,38,1201,1,0,7242
라사1738,0,0,0,0,0,0,0,0,0,36,1,0,7243
다사4210,0,0,0,0,0,2,0,0,23,427,1,0,7244
다아6822,0,0,0,0,0,0,0,0,0,0,1,0,7245
다사8048,0,0,0,0,0,0,0,0,0,77,1,0,7246
다사5877,0,0,0,0,0,0,0,0,0,0,1,0,7247
다사9713,0,0,0,0,1,2,0,0,11,238,1,0,7248
다사9151,0,0,0,0,0,0,0,0,0,0,1,0,7249
다사1960,0,0,0,0,0,0,0,0,0,121,1,0,7250
다사3689,0,0,0,0,0,8,0,0,0,157,1,0,7251
다사8926,0,0,0,0,0,0,0,0,0,26,1,0,7252
다사8849,0,0,0,0,0,4,0,0,0,148,1,0,7253
다사7384,0,0,0,0,1,2,0,0,0,262,1,0,7254
다사4164,0,0,0,0,0,0,0,0,0,61,1,0,7255
다사4391,0,0,0,0,0,0,0,0,0,11,1,0,7256
다사1474,0,0,0,0,0,0,0,0,0,36,1,0,7257
라사2534,0,0,0,0,0,0,0,0,0,18,1,0,7258
다사4496,0,0,0,0,0,2,0,0,0,117,1,0,7259
다바4684,0,0,0,0,0,2,0,0,0,22,1,0,7260
다사7102,0,0,0,0,0,2,0,0,0,149,1,0,7261
다사9873,0,0,0,0,0,3,0,0,0,31,1,0,7262
다사5725,0,0,0,0,0,6,0,0,0,104,1,0,7263
다사9571,0,0,0,0,0,0,0,0,0,8,1,0,7264
다바5696,0,0,0,0,0,8,0,0,16,510,1,0,7265
라사0188,0,0,0,0,0,2,0,0,0,53,1,0,7266
다사8320,0,0,0,0,0,3,0,0,0,170,1,0,7267
다사9707,0,0,0,0,0,0,0,0,0,179,1,0,7268
다사3623,0,0,0,0,1,5,0,0,0,45,1,0,7269
라사0902,0,0,0,0,0,0,0,0,0,31,1,0,7270
다사8865,0,0,0,0,0,6,0,0,0,252,1,0,7271
다사2978,0,0,0,0,0,0,0,0,0,32,1,0,7272
다사3473,0,0,0,0,0,1,0,0,0,110,1,0,7273
다사6932,0,0,0,0,0,3,0,1,57,441,1,0,7274
다바4090,0,0,0,0,0,0,0,0,0,11,1,0,7275
다사4920,0,0,0,0,0,0,0,0,0,55,1,0,7276
다사7069,0,0,0,0,0,0,0,0,6,158,1,0,7277
다사5486,0,0,0,0,0,7,0,0,0,95,1,0,7278
라사1552,0,0,0,0,0,2,0,0,0,78,1,0,7279
다사7800,0,0,0,0,0,2,0,0,0,11,1,0,7280
다사3749,0,0,0,0,0,5,0,0,0,32,1,0,7281
라사0647,0,0,0,0,0,0,0,0,0,31,1,0,7282
다사7494,0,0,0,0,0,0,0,0,0,11,1,0,7283
다바5887,0,0,0,0,0,1,0,0,0,19,1,0,7284
다사4860,0,0,0,0,0,2,0,0,34,510,1,0,7285
라사0105,0,0,0,0,0,4,0,0,0,40,1,0,7286
다사9452,0,0,0,0,0,0,0,0,0,15,1,0,7287
다바6486,0,0,0,0,0,2,0,0,0,102,1,0,7288
다사9509,0,0,0,0,0,0,0,0,0,6,1,0,7289
라사1931,0,0,0,0,0,0,0,0,0,19,1,0,7290
다사8375,0,0,0,0,0,0,0,0,0,0,1,0,7291
다사5297,0,0,0,0,0,4,0,0,0,184,1,0,7292
다바6693,0,1,0,0,1,4,0,2,13,751,1,0,7293
다바7299,0,0,0,0,0,0,0,0,0,16,1,0,7294
다사6702,0,0,0,0,0,2,0,0,0,127,1,0,7295
라사1932,0,0,0,0,0,0,0,0,0,49,1,0,7296
다사9740,0,0,0,0,0,4,0,0,10,369,1,0,7297
라사1146,0,0,0,0,0,0,0,0,0,57,1,0,7298
다사2067,0,0,0,0,0,4,0,0,0,171,1,0,7299
다사8154,0,0,0,0,0,2,0,0,0,124,1,0,7300
다사4132,0,0,0,0,0,3,0,0,0,119,1,0,7301
다사6733,0,0,0,0,4,4,0,5,216,6078,1,0,7302
다사8243,0,0,0,0,0,4,0,1,0,196,1,0,7303
다사7927,0,0,0,0,0,7,0,0,0,25,1,0,7304
다사8099,0,0,0,0,0,0,0,0,0,0,1,0,7305
다바5882,0,0,0,0,0,6,0,0,0,257,1,0,7306
다사3109,0,0,0,0,0,2,0,0,0,47,1,0,7307
다사7441,0,0,0,0,0,0,0,0,0,20,1,0,7308
다사8506,0,0,0,0,0,6,0,0,16,364,1,0,7309
다사7802,0,0,0,0,0,4,0,0,0,72,1,0,7310
다사1759,0,0,0,0,0,0,0,0,0,77,1,0,7311
다바3799,0,0,0,0,0,2,0,0,0,109,1,0,7312
다사3160,0,0,0,0,0,0,0,0,0,37,1,0,7313
다사4582,0,0,0,0,0,0,0,0,0,152,1,0,7314
다바4098,0,0,0,0,2,8,0,1,15,660,1,0,7315
라사2233,0,0,0,0,0,2,0,0,0,117,1,0,7316
다사6803,0,0,0,0,0,0,0,1,0,50,1,0,7317
다사4176,0,0,0,0,0,1,0,1,0,185,1,0,7318
다사7848,0,0,0,0,0,4,0,0,0,15,1,0,7319
다바4691,0,0,0,0,0,0,0,0,0,0,1,0,7320
다사6505,0,0,0,0,0,0,0,0,0,8,1,0,7321
다사4356,0,0,0,0,0,2,0,0,0,46,1,0,7322
다사8846,0,0,0,0,0,0,0,0,0,0,1,0,7323
라사0492,0,0,0,0,0,4,0,0,0,18,1,0,7324
다사9725,0,0,0,0,0,2,0,0,0,238,1,0,7325
라사0487,0,1,0,1,1,7,0,0,9,360,1,0,7326
다사6030,0,0,0,0,0,2,0,0,0,20,1,0,7327
다사1964,0,0,0,0,0,4,0,0,0,297,1,0,7328
다아9001,0,0,0,0,0,0,0,0,0,0,1,0,7329
다바6799,0,0,0,0,0,0,0,0,0,19,1,0,7330
라사1417,0,0,0,0,0,5,0,0,0,224,1,0,7331
다사4574,0,0,0,0,0,0,0,0,0,7,1,0,7332
다바7892,0,0,0,0,2,3,0,1,0,158,1,0,7333
다사1666,0,0,0,0,0,6,0,0,0,123,1,0,7334
라사2143,0,0,0,0,0,0,0,0,0,16,1,0,7335
라사0516,0,0,0,0,0,4,0,0,0,185,1,0,7336
다사3192,0,0,0,0,0,0,0,0,0,0,1,0,7337
다사3503,0,0,0,0,0,0,0,0,0,20,1,0,7338
다사8760,0,0,0,0,1,7,0,1,0,329,1,0,7339
다바7398,0,0,0,0,0,2,0,0,0,15,1,0,7340
다바6299,0,0,0,0,0,2,0,0,0,60,1,0,7341
다사3460,0,0,0,0,1,2,0,0,0,175,1,0,7342
다사1864,0,0,0,0,0,6,0,0,0,133,1,0,7343
다사7218,0,0,0,0,0,8,0,0,10,235,1,0,7344
다사9562,0,0,0,0,0,2,0,0,0,99,1,0,7345
다사6814,0,0,0,0,0,2,0,0,0,56,1,0,7346
다아7717,0,0,0,0,0,2,0,0,0,354,1,0,7347
라사0719,0,0,0,0,0,2,0,0,0,83,1,0,7348
다사9546,0,0,0,0,1,2,1,0,12,371,1,0,7349
다사7264,0,0,0,0,2,4,0,0,0,220,1,0,7350
다사7709,0,0,0,0,0,0,0,0,0,7,1,0,7351
라바0899,0,0,0,0,0,0,0,0,0,6,1,0,7352
다사6094,0,0,0,0,0,6,0,1,24,1062,1,0,7353
다사5281,0,0,0,0,0,2,0,0,0,104,1,0,7354
다사8522,0,1,0,1,1,4,0,2,16,950,1,0,7355
다사2863,0,0,0,0,0,0,0,0,0,22,1,0,7356
다바7483,0,0,0,0,0,4,0,0,0,157,1,0,7357
라사1429,0,0,0,0,0,2,0,0,0,71,1,0,7358
다사3878,0,0,0,0,0,3,0,0,0,272,1,0,7359
라사0302,0,0,0,0,0,0,0,0,0,37,1,0,7360
다사7523,0,0,0,0,0,8,0,0,0,196,1,0,7361
다사8046,0,0,0,0,0,2,0,0,0,14,1,0,7362
다바7394,0,0,0,0,0,3,0,0,0,207,1,0,7363
다사8988,0,0,0,0,0,0,0,0,0,0,1,0,7364
다사7911,0,0,0,0,0,0,0,0,0,0,1,0,7365
라사1119,0,0,0,0,1,4,0,1,103,2145,1,0,7366
다바5095,0,0,0,0,0,0,0,0,0,35,1,0,7367
다바7691,0,0,0,0,0,5,0,0,0,127,1,0,7368
라사0032,0,0,0,0,0,0,0,0,0,0,1,0,7369
다사7112,0,0,0,0,0,0,0,0,0,12,1,0,7370
다사8225,0,0,0,0,0,0,0,0,0,121,1,0,7371
다아6000,0,0,0,0,0,6,0,0,0,60,1,0,7372
다아6923,0,0,0,0,0,0,0,0,0,8,1,0,7373
다사9445,0,0,0,0,0,4,0,0,0,240,1,0,7374
다사6466,0,0,0,0,0,0,0,0,0,0,1,0,7375
다사9746,0,0,0,0,0,2,0,1,13,327,1,0,7376
라사0069,0,0,0,0,0,0,0,0,0,6,1,0,7377
다사6438,0,0,0,0,0,1,0,0,7,208,1,0,7378
다사8784,0,0,0,0,0,2,0,0,0,85,1,0,7379
다사5699,0,0,0,0,0,1,0,0,0,0,1,0,7380
다사7536,0,0,0,0,0,0,0,0,0,68,1,0,7381
라바0495,0,0,0,0,0,1,0,0,0,69,1,0,7382
다사9955,0,0,0,0,0,8,0,0,0,196,1,0,7383
다사6905,0,0,0,0,0,0,0,0,0,48,1,0,7384
다바7888,0,0,0,0,1,2,0,0,22,496,1,0,7385
다바4488,0,0,0,0,0,4,0,0,0,40,1,0,7386
다사7533,0,0,0,0,1,8,0,0,44,1240,1,0,7387
라사0501,0,0,0,0,0,2,0,0,0,150,1,0,7388
다바5187,0,0,0,0,1,5,0,1,7,230,1,0,7389
다사7174,0,0,0,0,0,0,0,0,0,225,1,0,7390
라사0122,0,0,0,0,0,0,0,0,0,12,1,0,7391
다사4979,0,0,0,0,0,4,0,0,0,67,1,0,7392
다사7837,0,0,0,0,0,0,0,0,27,792,1,0,7393
다사9778,0,0,0,0,0,2,0,0,0,39,1,0,7394
라사2125,0,0,0,0,0,2,0,0,0,57,1,0,7395
다사4140,0,0,0,0,0,4,0,0,0,121,1,0,7396
다사7258,0,0,0,0,2,8,0,0,13,792,1,0,7397
다사9729,0,0,0,0,0,0,0,0,0,15,1,0,7398
라사2437,0,0,0,0,0,0,0,0,0,0,1,0,7399
다사5773,0,0,0,0,0,5,0,0,50,858,1,0,7400
다사1959,0,0,0,0,0,6,0,1,16,545,1,0,7401
다사9588,0,0,0,0,0,0,0,0,0,38,1,0,7402
다사5201,0,0,0,0,0,2,0,0,0,159,1,0,7403
다사6130,0,0,0,0,1,4,0,0,0,7,1,0,7404
라바0497,0,0,0,0,0,2,0,0,0,63,1,0,7405
다사4997,0,0,0,0,0,3,0,0,0,56,1,0,7406
라바0996,0,0,0,0,0,0,0,0,0,0,1,0,7407
다사6196,0,0,0,0,0,3,0,0,0,95,1,0,7408
라사0929,0,0,0,0,0,3,0,0,0,109,1,0,7409
다사3486,0,0,0,0,0,6,0,0,0,166,1,0,7410
다사9844,0,1,0,0,0,3,0,0,10,385,1,0,7411
다사5794,0,0,0,0,0,0,0,0,0,0,1,0,7412
다사4911,0,0,0,0,0,6,0,0,0,128,1,0,7413
다사7538,0,0,0,0,0,0,0,0,0,25,1,0,7414
다사8496,0,0,0,0,2,8,0,1,0,264,1,0,7415
다아7918,0,0,0,0,0,0,0,0,0,53,1,0,7416
다사5263,0,0,0,0,0,0,0,0,0,0,1,0,7417
다사7654,0,0,0,0,0,4,0,1,12,382,1,0,7418
다사6995,0,0,0,0,0,4,0,0,0,100,1,0,7419
라사1042,0,0,0,0,0,2,0,0,9,258,1,0,7420
라사2351,0,0,0,0,0,0,0,0,0,27,1,0,7421
다사8432,0,0,0,0,0,1,0,0,0,171,1,0,7422
다사7104,0,0,0,0,1,2,0,0,6,208,1,0,7423
라사0469,0,0,0,0,0,0,0,0,0,13,1,0,7424
다바6493,0,0,0,0,1,3,0,0,0,101,1,0,7425
다사6675,0,0,0,0,3,5,0,0,0,226,1,0,7426
라사0960,0,0,0,0,0,3,0,0,0,65,1,0,7427
다사7529,0,0,0,0,0,10,0,1,110,1996,1,0,7428
다사6566,0,0,0,0,0,4,0,0,0,10,1,0,7429
라사1041,0,0,0,0,0,0,0,0,0,0,1,0,7430
다사4981,0,0,0,0,0,0,0,0,0,0,1,0,7431
다사8666,0,0,0,0,0,2,0,0,0,120,1,0,7432
다바5994,0,1,0,0,8,0,0,0,563,6254,1,0,7433
라사0815,0,0,0,0,0,0,0,0,24,239,1,0,7434
다바5886,0,0,0,0,1,3,0,0,8,183,1,0,7435
라사1726,0,0,0,0,0,2,0,0,0,76,1,0,7436
다사6927,0,0,0,0,1,2,0,2,149,2150,1,0,7437
다사7395,0,0,0,0,0,0,0,0,0,21,1,0,7438
라사0543,0,0,0,0,0,0,0,0,0,7,1,0,7439
다사2709,0,0,0,0,0,0,0,0,0,58,1,0,7440
라사0840,0,0,0,0,0,1,0,0,0,40,1,0,7441
다사6009,0,0,0,0,1,8,0,2,102,2027,1,0,7442
다아5304,0,0,0,0,0,4,0,0,0,26,1,0,7443
다사8952,0,0,0,0,0,0,0,0,0,8,1,0,7444
다바6599,0,0,0,0,0,5,0,0,0,55,1,0,7445
다사7717,0,0,0,0,0,4,0,0,0,168,1,0,7446
라사2438,0,0,0,0,0,0,0,0,0,26,1,0,7447
다사3788,0,0,0,0,0,4,0,0,0,13,1,0,7448
다사6066,0,0,0,0,3,5,1,0,0,174,1,0,7449
다사4357,0,0,0,0,1,4,0,0,0,266,1,0,7450
다사6913,0,0,0,0,0,0,0,0,0,8,1,0,7451
다아6410,0,0,0,0,0,0,0,0,0,10,1,0,7452
다사7660,0,7,1,1,12,21,0,37,784,19133,1,0,7453
다사7265,0,0,0,0,0,0,0,0,0,92,1,0,7454
다사7786,0,0,0,0,0,0,0,0,0,28,1,0,7455
다아7516,0,0,0,0,0,0,0,0,0,0,1,0,7456
다바7386,0,0,0,0,0,0,0,0,0,17,1,0,7457
다아8111,0,0,0,0,0,0,0,0,0,42,1,0,7458
다사6109,0,0,0,0,0,4,0,0,65,1358,1,0,7459
라바0295,0,0,0,0,0,4,0,0,0,103,1,0,7460
다사3171,0,0,0,0,0,7,0,2,0,72,1,0,7461
다사8618,0,0,0,0,0,0,0,0,0,70,1,0,7462
다사9861,0,0,0,0,0,6,0,0,0,87,1,0,7463
라사0214,0,0,0,0,0,0,0,0,0,44,1,0,7464
다사4469,0,0,0,0,0,0,0,1,0,119,1,0,7465
다바7794,0,0,0,0,0,0,0,0,0,47,1,0,7466
다사9132,0,0,0,0,0,3,0,0,0,203,1,0,7467
다사7035,0,0,0,0,0,1,0,0,0,25,1,0,7468
다사8525,0,0,0,0,0,2,0,0,16,704,1,0,7469
라사0508,0,0,0,0,0,3,0,0,0,96,1,0,7470
다사9677,0,0,0,0,0,0,0,0,0,0,1,0,7471
다사8916,0,0,0,0,0,0,0,0,0,43,1,0,7472
다바5693,0,0,0,0,0,4,0,0,0,221,1,0,7473
라사0938,0,0,0,0,0,0,0,0,0,22,1,0,7474
다바8288,0,0,0,0,0,1,0,0,0,276,1,0,7475
다아7920,0,0,0,0,0,0,0,0,0,0,1,0,7476
다사5739,0,0,0,0,0,4,0,0,0,48,1,0,7477
다바9289,0,0,0,0,0,0,0,0,0,22,1,0,7478
다사3715,0,0,0,0,0,0,0,0,0,96,1,0,7479
다사8100,0,0,0,0,0,2,0,0,0,112,1,0,7480
다사4490,0,0,0,0,0,0,0,0,0,0,1,0,7481
다사8240,0,0,0,0,0,2,0,1,12,484,1,0,7482
다사3755,0,0,0,0,1,3,0,0,0,20,1,0,7483
다사4684,0,0,0,0,0,1,0,0,0,63,1,0,7484
다사7392,0,0,0,0,0,0,0,0,0,0,1,0,7485
다바6798,0,0,0,0,0,0,0,0,0,43,1,0,7486
다아7607,0,0,0,0,0,2,0,0,0,54,1,0,7487
다사9767,0,0,0,0,0,0,0,0,0,14,1,0,7488
라사1346,0,0,0,0,0,2,0,0,0,66,1,0,7489
다아5201,0,0,0,0,0,0,0,0,0,32,1,0,7490
다바5092,0,0,0,0,0,5,0,0,0,64,1,0,7491
다사7419,0,1,0,0,2,6,0,4,159,4721,1,0,7492
다사8310,0,0,0,0,1,8,0,0,0,268,1,0,7493
라사0021,0,1,0,0,1,13,0,2,44,1434,1,0,7494
다아6609,0,0,0,0,0,0,0,0,0,0,1,0,7495
다바5094,0,0,0,0,1,4,0,0,0,132,1,0,7496
다바6484,0,0,0,0,0,4,0,0,0,40,1,0,7497
다사7034,0,0,0,0,1,6,0,1,94,3167,1,0,7498
라사0317,0,0,0,0,0,5,0,0,10,174,1,0,7499
다바8998,0,0,0,0,0,0,0,0,0,124,1,0,7500
다사2611,0,0,0,0,0,0,0,0,0,0,1,0,7501
라사0206,0,0,0,0,0,0,0,0,0,20,1,0,7502
다바5197,0,0,0,0,0,3,0,0,0,155,1,0,7503
다사6692,0,0,0,0,0,0,0,0,0,0,1,0,7504
라사1620,0,0,0,0,0,8,0,1,0,73,1,0,7505
라사0792,0,0,0,0,0,0,0,0,0,0,1,0,7506
다바6998,0,0,0,0,0,0,0,0,0,45,1,0,7507
다사4512,0,0,0,0,0,0,0,0,0,71,1,0,7508
다바7594,0,0,0,0,0,2,0,0,0,50,1,0,7509
다사5182,0,0,0,0,0,0,0,0,0,7,1,0,7510
다사3869,0,0,0,0,0,8,0,0,0,173,1,0,7511
다사2072,0,0,0,0,0,0,0,0,0,0,1,0,7512
다바4590,0,0,0,0,0,4,0,1,0,158,1,0,7513
다바5286,0,0,0,0,0,0,0,0,0,8,1,0,7514
다사5112,0,0,0,0,0,4,0,1,12,502,1,0,7515
라사0533,0,0,0,0,0,0,0,0,0,48,1,0,7516
다바8693,0,0,0,0,0,0,0,0,0,140,1,0,7517
다사8332,0,0,0,0,0,5,0,0,0,102,1,0,7518
다바4195,0,0,0,0,0,2,0,0,0,117,1,0,7519
라사0906,0,0,0,0,0,4,0,0,0,65,1,0,7520
다사6168,0,0,0,0,0,1,0,0,0,0,1,0,7521
다사8852,0,0,0,0,0,0,0,0,0,0,1,0,7522
다바8098,0,0,0,0,0,0,0,0,0,51,1,0,7523
다사8708,0,0,0,0,0,3,0,0,6,233,1,0,7524
다바5985,0,0,0,0,4,8,0,3,149,2625,1,0,7525
다사3025,0,0,0,0,1,7,0,0,0,67,1,0,7526
다사3233,0,0,0,0,0,1,0,1,42,618,1,0,7527
다사7373,0,0,0,0,1,0,0,0,0,136,1,0,7528
다사5788,0,0,0,0,0,18,0,0,0,138,1,0,7529
다사8973,0,0,0,0,0,0,0,0,0,29,1,0,7530
다사6761,0,0,0,1,2,11,0,1,95,1761,1,0,7531
라사1028,0,0,0,0,0,0,0,0,0,20,1,0,7532
다사7502,0,0,0,0,0,2,0,0,0,0,1,0,7533
라바0599,0,0,0,0,0,4,0,0,0,87,1,0,7534
다사7374,0,0,0,0,0,4,0,0,0,195,1,0,7535
다사9744,0,0,0,0,0,5,0,1,0,191,1,0,7536
라사0944,0,0,0,0,1,6,0,0,8,319,1,0,7537
라사1458,0,0,0,0,0,0,0,0,0,6,1,0,7538
다사5211,0,0,0,0,1,4,0,1,0,119,1,0,7539
다사7474,0,0,0,0,0,0,0,0,0,0,1,0,7540
다바5990,0,0,0,0,1,5,0,0,6,416,1,0,7541
다사7166,0,0,0,0,0,4,0,0,0,102,1,0,7542
다바6082,0,0,0,0,0,1,0,0,20,410,1,0,7543
다사6435,0,0,0,0,2,4,0,1,0,180,1,0,7544
다사9908,0,0,0,0,0,4,0,0,0,149,1,0,7545
다바6485,0,0,0,0,0,0,0,0,0,75,1,0,7546
다사4586,0,0,0,0,0,1,0,0,0,63,1,0,7547
다사8490,0,0,0,0,0,0,0,0,0,6,1,0,7548
라사0932,0,0,0,0,0,2,0,0,0,100,1,0,7549
다사5214,0,0,0,0,0,0,0,0,44,1019,1,0,7550
다사3062,0,0,0,0,0,0,0,0,0,18,1,0,7551
다사8785,0,0,0,0,1,2,0,0,0,40,1,0,7552
다사5198,0,0,0,0,0,2,0,0,0,104,1,0,7553
다사1572,0,0,0,0,0,2,0,0,0,56,1,0,7554
다사8711,0,0,0,0,0,1,0,0,0,105,1,0,7555
다사8888,0,0,0,0,0,2,0,0,0,72,1,0,7556
다바4899,0,0,0,0,0,2,0,0,0,62,1,0,7557
다사8941,0,0,0,0,0,6,0,0,0,239,1,0,7558
다아6715,0,0,0,0,0,2,0,0,0,21,1,0,7559
다사7193,0,0,0,0,0,0,0,0,0,63,1,0,7560
다사5381,0,0,0,0,3,4,0,0,0,213,1,0,7561
다사8392,0,0,0,0,0,4,0,0,0,134,1,0,7562
다바9490,0,0,0,0,0,6,0,0,0,126,1,0,7563
다사7817,0,0,0,0,0,0,0,0,0,28,1,0,7564
다사9350,0,0,0,0,0,0,0,0,0,54,1,0,7565
라사0910,0,0,0,0,0,5,0,1,0,87,1,0,7566
다사7113,0,0,0,0,0,0,0,0,0,22,1,0,7567
다사5494,0,0,0,0,0,0,0,0,0,11,1,0,7568
다사6192,0,0,0,1,2,2,0,1,38,1267,1,0,7569
다사4218,0,0,0,0,0,0,0,0,0,0,1,0,7570
다아8101,0,0,0,0,0,0,0,0,0,60,1,0,7571
다사9831,0,0,0,0,0,1,0,0,0,0,1,0,7572
다바9092,0,0,0,0,0,0,0,0,0,14,1,0,7573
다사7612,0,0,0,0,0,3,0,0,13,358,1,0,7574
다사4307,0,0,0,0,0,0,0,0,0,80,1,0,7575
다바5694,0,0,0,0,0,5,0,0,7,177,1,0,7576
라사2115,0,0,0,0,0,0,0,0,0,6,1,0,7577
라사2243,0,0,0,0,0,0,0,0,0,11,1,0,7578
다사9462,0,0,0,0,0,0,0,0,0,23,1,0,7579
다사3471,0,0,0,0,2,8,0,1,301,4090,1,0,7580
라사0432,0,0,0,0,0,2,0,0,0,15,1,0,7581
다사9829,0,0,0,0,0,0,0,0,0,0,1,0,7582
