gid,심_응,약국,소방서,경찰서,안전상비,버스정류소,지하철,어린이집,유아인구수,총인구수,0,1,순위
다바4598,0,0,0,0,0,0,0,0,0,18,1,0,2529
다사8193,0,0,0,0,0,4,0,0,0,89,1,0,2530
라사1033,0,0,0,0,0,2,0,0,0,180,1,0,2531
라사1428,0,0,0,0,0,0,0,0,0,7,1,0,2532
다바6595,0,0,0,0,0,3,0,0,0,264,1,0,2533
다바5392,0,0,0,0,0,3,0,0,0,110,1,0,2534
다사3017,0,0,0,0,0,0,0,0,0,126,1,0,2535
다사5709,0,0,0,0,0,2,0,0,0,126,1,0,2536
다사8491,0,0,0,0,0,0,0,0,0,7,1,0,2537
다사6953,0,0,0,0,0,5,0,1,6,280,1,0,2538
다사7428,0,0,0,0,3,5,0,3,117,2815,1,0,2539
다바8179,0,0,0,0,0,1,0,0,0,64,1,0,2540
다사8799,0,0,0,0,0,4,0,0,0,165,1,0,2541
다사4511,0,0,0,0,0,7,0,1,0,83,1,0,2542
다사7648,0,0,0,0,0,8,0,2,0,219,1,0,2543
다아5309,0,0,0,0,0,0,0,0,0,0,1,0,2544
다사9977,0,0,0,0,0,0,0,0,0,42,1,0,2545
다아5603,0,0,0,0,0,0,0,0,0,12,1,0,2546
라사0178,0,0,0,0,0,5,0,0,0,189,1,0,2547
다바6696,0,0,0,0,0,0,0,0,0,0,1,0,2548
라사0216,0,0,0,0,0,0,0,0,0,88,1,0,2549
다사3767,0,0,0,0,1,6,0,0,40,873,1,0,2550
라사1140,0,0,0,0,0,2,0,0,0,69,1,0,2551
다바8487,0,0,0,0,0,5,0,0,0,22,1,0,2552
다사5273,0,0,0,0,0,0,0,0,0,16,1,0,2553
라사0831,0,0,0,0,0,5,0,0,0,202,1,0,2554
다사7506,0,0,0,0,0,0,0,0,0,6,1,0,2555
다사7713,0,0,0,0,0,0,0,0,0,80,1,0,2556
다사6286,0,0,0,0,0,1,0,2,0,135,1,0,2557
라사0285,0,0,0,0,0,2,0,0,0,68,1,0,2558
다사9903,0,0,0,0,0,2,0,0,0,24,1,0,2559
다아4600,0,0,0,0,0,4,0,0,0,0,1,0,2560
다사5069,0,0,0,0,1,1,0,0,7,347,1,0,2561
다사8049,0,0,0,0,0,0,0,0,0,6,1,0,2562
다사8747,0,0,0,0,0,4,0,0,0,48,1,0,2563
다사5499,0,0,0,0,0,8,0,0,0,158,1,0,2564
다사5283,0,0,0,0,1,6,0,0,0,52,1,0,2565
다사5379,0,0,0,0,0,13,0,0,0,145,1,0,2566
다바4897,0,0,0,0,0,0,0,0,0,132,1,0,2567
다사3708,0,0,0,0,0,4,0,0,6,204,1,0,2568
다사4373,0,0,0,0,0,4,0,0,0,185,1,0,2569
다사8939,0,0,0,0,0,0,0,0,0,47,1,0,2570
라사1750,0,0,0,0,0,0,0,0,0,40,1,0,2571
다사3388,0,0,0,0,0,1,0,0,0,0,1,0,2572
라사1030,0,0,0,0,0,0,0,0,0,96,1,0,2573
라사0591,0,0,0,0,0,5,0,0,0,31,1,0,2574
다사8151,0,0,0,0,0,0,0,0,0,21,1,0,2575
다사4306,0,0,0,0,1,8,0,0,0,240,1,0,2576
라사0120,0,0,0,0,0,0,0,0,0,249,1,0,2577
다사7274,0,0,0,0,0,0,0,0,0,129,1,0,2578
다사9415,0,0,0,0,0,6,0,2,7,383,1,0,2579
다아7815,0,0,0,0,0,0,0,0,0,18,1,0,2580
다사3124,0,0,0,0,2,14,0,0,0,56,1,0,2581
다사4712,0,0,0,0,0,0,0,0,0,0,1,0,2582
다사8771,0,0,0,0,0,3,0,0,0,35,1,0,2583
다바4589,0,0,0,0,0,3,0,0,0,59,1,0,2584
다사7278,0,0,0,0,0,0,0,0,0,7,1,0,2585
라사0749,0,0,0,0,0,3,0,0,0,246,1,0,2586
다사2314,0,0,0,0,0,2,0,0,0,125,1,0,2587
다사3987,0,0,0,0,0,4,0,0,0,65,1,0,2588
다사4295,0,0,0,0,0,0,0,0,0,18,1,0,2589
라사1316,0,0,0,0,1,2,0,0,41,791,1,0,2590
다사1671,0,0,0,0,0,0,0,0,0,9,1,0,2591
라사0263,0,0,0,0,0,2,0,0,0,207,1,0,2592
다사3787,0,0,0,0,0,0,0,0,0,82,1,0,2593
라사1016,0,0,0,0,0,0,0,0,0,9,1,0,2594
다사7442,0,0,0,0,0,0,0,0,0,0,1,0,2595
다바4593,0,0,0,0,0,5,0,0,0,158,1,0,2596
다사4985,0,0,0,0,0,2,0,0,0,0,1,0,2597
다사3012,0,0,0,0,0,2,0,0,0,203,1,0,2598
다사9225,0,0,0,0,0,0,0,0,0,88,1,0,2599
다사3833,0,1,0,0,5,3,0,6,181,5597,1,0,2600
다바7999,0,0,0,0,0,0,0,0,0,32,1,0,2601
다사3413,0,0,0,0,0,1,0,1,0,77,1,0,2602
다사5306,0,0,0,0,2,7,0,0,11,737,1,0,2603
다사9430,0,0,0,0,0,0,0,0,0,130,1,0,2604
다사9513,0,0,0,1,1,4,0,0,0,270,1,0,2605
라사0033,0,0,0,0,0,4,0,0,0,48,1,0,2606
다바5493,0,0,0,0,0,0,0,0,0,13,1,0,2607
다사7787,0,0,0,0,0,1,0,0,0,37,1,0,2608
다사4193,0,1,0,0,0,6,0,1,0,505,1,0,2609
다사6568,0,0,0,0,0,2,0,0,11,458,1,0,2610
다사9040,0,0,0,0,0,4,0,0,0,263,1,0,2611
다아8804,0,0,0,0,0,4,0,0,36,516,1,0,2612
다바7782,0,0,0,0,0,0,0,0,0,66,1,0,2613
다사6779,0,1,0,0,5,4,0,4,124,3631,1,0,2614
다사8430,0,0,0,0,0,3,0,1,8,189,1,0,2615
다바5184,0,0,0,0,0,1,0,0,0,70,1,0,2616
다사9138,0,0,0,0,0,7,0,0,0,204,1,0,2617
라사1749,0,0,0,0,0,4,0,0,0,141,1,0,2618
라사0072,0,0,0,0,0,0,0,0,0,28,1,0,2619
라바0799,0,0,0,0,0,4,0,0,0,92,1,0,2620
다바6895,0,0,0,0,0,2,0,0,0,117,1,0,2621
다사5288,0,0,0,0,0,5,0,0,0,170,1,0,2622
다사4618,0,0,0,0,0,0,0,0,0,41,1,0,2623
다사5613,0,0,0,0,0,0,0,0,0,177,1,0,2624
다사8253,0,0,0,0,0,0,0,0,0,38,1,0,2625
다사9619,0,0,0,0,1,7,0,0,113,1596,1,0,2626
다사9900,0,0,0,0,0,2,0,0,0,170,1,0,2627
다바4398,0,0,0,0,0,7,0,0,0,257,1,0,2628
다사1562,0,0,0,0,0,0,0,0,0,200,1,0,2629
다사1871,0,0,0,0,0,0,0,0,0,36,1,0,2630
다사5186,0,0,0,0,0,0,0,0,0,38,1,0,2631
다사7579,0,0,0,0,0,0,0,0,0,16,1,0,2632
다사3868,0,0,0,0,1,2,0,0,0,236,1,0,2633
라사0423,0,0,0,0,0,6,0,2,0,118,1,0,2634
라사1743,0,0,0,0,0,2,0,1,0,73,1,0,2635
다사8755,0,0,0,0,0,1,0,2,13,613,1,0,2636
다사6892,0,0,0,0,0,0,0,0,0,6,1,0,2637
다사3402,0,0,0,0,0,0,0,0,0,41,1,0,2638
다사2467,0,0,0,0,0,6,0,0,0,204,1,0,2639
다사5686,0,0,0,0,1,2,0,0,0,100,1,0,2640
다사5636,0,1,0,0,2,6,0,4,211,5668,1,0,2641
다사8794,0,0,0,0,0,0,0,0,0,20,1,0,2642
다사7444,0,0,0,0,0,0,0,0,0,0,1,0,2643
다사6934,0,0,0,0,2,8,0,4,142,4624,1,0,2644
다사3015,0,0,0,0,0,0,0,0,0,63,1,0,2645
다사2570,0,0,0,0,0,6,0,0,0,276,1,0,2646
다사9647,0,1,0,0,0,6,0,0,16,613,1,0,2647
다사7077,0,0,0,0,0,6,0,0,0,188,1,0,2648
다사8119,0,0,0,0,0,4,0,0,0,92,1,0,2649
다바8495,0,0,0,0,0,2,0,0,0,0,1,0,2650
다사8842,0,0,0,0,0,4,0,0,0,44,1,0,2651
다사8764,0,0,0,0,0,0,0,0,0,0,1,0,2652
다아5207,0,0,0,0,0,0,0,0,0,21,1,0,2653
다사9122,0,0,0,0,5,5,0,0,27,557,1,0,2654
다사7066,0,0,0,0,0,7,0,1,0,126,1,0,2655
다사9103,0,0,0,0,0,6,0,0,0,156,1,0,2656
다바7996,0,0,0,0,0,1,0,0,0,131,1,0,2657
다사6898,0,0,0,0,0,0,0,0,0,0,1,0,2658
다사9661,0,0,0,0,0,0,0,0,0,0,1,0,2659
다사8418,0,0,0,0,0,0,0,0,0,16,1,0,2660
라사2547,0,0,0,0,0,0,0,0,0,9,1,0,2661
다사4865,0,0,0,0,0,1,0,0,0,73,1,0,2662
다사9003,0,0,0,0,0,2,0,0,0,196,1,0,2663
다사4758,0,0,0,0,0,4,0,0,0,26,1,0,2664
라사0041,0,0,0,0,0,5,0,1,11,403,1,0,2665
다사2470,0,0,0,0,0,0,0,0,0,46,1,0,2666
다아5800,0,0,0,0,0,0,0,0,0,14,1,0,2667
다아4804,0,0,0,0,0,1,0,0,0,293,1,0,2668
다사4730,0,0,0,0,0,0,0,0,0,27,1,0,2669
다사4999,0,0,0,0,1,8,0,0,0,178,1,0,2670
라사2225,0,0,0,0,0,0,0,0,0,0,1,0,2671
다바5185,0,0,0,0,0,5,0,1,0,160,1,0,2672
다사2114,0,0,0,0,0,0,0,0,0,0,1,0,2673
라사1353,0,0,0,0,0,0,0,0,0,25,1,0,2674
다사7000,0,0,0,0,0,0,0,0,0,7,1,0,2675
다사3707,0,0,0,0,0,1,0,0,0,20,1,0,2676
다사7407,0,0,0,0,0,0,0,0,0,118,1,0,2677
라사1209,0,0,0,0,0,2,0,0,0,135,1,0,2678
다사9640,0,0,0,0,0,0,0,0,0,19,1,0,2679
다바9189,0,0,0,0,0,0,0,0,0,0,1,0,2680
라사0848,0,0,0,0,0,4,0,0,0,168,1,0,2681
다바4199,0,0,0,0,0,0,0,0,0,262,1,0,2682
다사6580,0,0,0,0,1,4,0,1,30,739,1,0,2683
다사1570,0,0,0,0,0,3,0,0,0,141,1,0,2684
라사0422,0,0,0,0,0,5,0,0,0,164,1,0,2685
다바5682,0,0,0,0,0,0,0,1,0,64,1,0,2686
다사7718,0,0,0,0,1,0,0,0,7,152,1,0,2687
다사5326,0,0,0,0,0,3,0,0,17,361,1,0,2688
다사5324,0,0,0,0,0,7,0,0,6,223,1,0,2689
다아8605,0,0,0,0,0,0,0,0,0,77,1,0,2690
라사2252,0,0,0,0,0,0,0,0,0,53,1,0,2691
다바8593,0,0,0,0,0,0,0,0,0,70,1,0,2692
다사8945,0,0,0,0,0,2,0,1,0,0,1,0,2693
라사1253,0,0,0,0,0,2,0,0,0,62,1,0,2694
라사2131,0,0,0,0,0,0,0,0,0,0,1,0,2695
다바3898,0,0,0,0,1,2,0,1,34,1139,1,0,2696
다아8011,0,0,0,0,0,3,0,0,0,213,1,0,2697
다사6503,0,0,0,0,0,2,0,0,0,67,1,0,2698
다바7798,0,0,0,0,0,0,0,0,0,122,1,0,2699
다바7781,0,0,0,0,0,3,0,0,0,82,1,0,2700
라사1514,0,0,0,0,0,1,0,0,0,218,1,0,2701
다사5629,0,0,0,0,0,0,0,1,59,766,1,0,2702
다바5393,0,0,0,0,0,0,0,0,0,216,1,0,2703
다사5390,0,0,0,0,0,0,0,0,0,95,1,0,2704
다사8458,0,0,0,0,0,0,0,0,0,0,1,0,2705
다바4692,0,0,0,0,0,0,0,0,0,7,1,0,2706
다사2804,0,0,0,0,0,4,0,0,0,302,1,0,2707
다사5795,0,0,0,0,0,0,0,0,0,16,1,0,2708
다사4695,0,0,0,0,0,0,0,0,0,11,1,0,2709
다아7612,0,0,0,0,0,0,0,0,0,0,1,0,2710
다사4128,0,0,0,0,0,2,0,0,0,68,1,0,2711
다사2369,0,3,0,1,3,15,0,1,56,2150,1,0,2712
다사4083,0,0,0,0,0,1,0,0,0,84,1,0,2713
다사3771,0,0,0,0,0,8,0,2,7,511,1,0,2714
라사2537,0,0,0,0,0,0,0,0,0,0,1,0,2715
다아7301,0,0,0,0,0,2,0,0,0,16,1,0,2716
라사0509,0,0,0,0,0,2,0,0,0,91,1,0,2717
라사0024,0,0,0,0,0,4,0,1,0,292,1,0,2718
다사3074,0,0,0,0,0,0,0,0,17,576,1,0,2719
다사5899,0,0,0,0,0,8,0,0,0,61,1,0,2720
다사4760,0,0,0,0,0,1,0,1,48,1160,1,0,2721
다사7281,0,0,0,0,0,5,0,0,0,195,1,0,2722
다사7961,0,0,0,0,0,6,0,4,144,4567,1,0,2723
라사0523,0,0,0,0,0,4,0,0,0,123,1,0,2724
라사0151,0,0,0,0,0,0,0,0,0,0,1,0,2725
라사0545,0,0,0,0,0,3,0,0,0,263,1,0,2726
다사6765,0,0,0,0,0,3,0,0,0,99,1,0,2727
다바9897,0,0,0,0,1,2,0,0,0,152,1,0,2728
다아8408,0,0,0,0,0,0,0,0,0,71,1,0,2729
다바4792,0,0,0,0,0,4,0,2,0,51,1,0,2730
다사3524,0,0,0,0,0,7,0,0,0,25,1,0,2731
라사2036,0,0,0,0,0,0,0,0,0,0,1,0,2732
다바8896,0,0,0,0,1,3,0,0,0,98,1,0,2733
라사0811,0,0,0,0,0,0,0,0,0,14,1,0,2734
다아4705,0,0,0,0,0,0,0,0,0,0,1,0,2735
다아5413,0,0,0,0,0,1,0,0,0,36,1,0,2736
다사7948,0,0,0,0,0,0,0,0,0,14,1,0,2737
다사7297,0,0,0,0,0,2,0,0,0,46,1,0,2738
라사0182,0,0,0,0,0,0,0,0,0,36,1,0,2739
다바8499,0,0,0,0,0,1,0,0,0,86,1,0,2740
다사8722,0,0,0,0,0,0,0,0,0,0,1,0,2741
다사9589,0,0,0,0,0,5,0,0,0,86,1,0,2742
다바7790,0,0,0,0,3,5,0,0,17,1058,1,0,2743
다아6308,0,0,0,0,0,4,0,0,6,242,1,0,2744
다사3821,0,0,0,0,0,2,0,0,0,19,1,0,2745
라사0273,0,0,0,0,0,0,0,0,0,19,1,0,2746
라사0100,0,0,0,0,0,0,0,0,0,32,1,0,2747
다사2063,0,0,0,0,0,2,0,0,0,410,1,0,2748
라사0524,0,0,0,0,0,2,0,0,0,86,1,0,2749
다사8101,0,0,0,0,0,0,0,0,0,60,1,0,2750
다바4491,0,0,0,0,0,5,0,0,0,129,1,0,2751
다사8141,0,0,0,0,0,2,0,0,0,26,1,0,2752
다사4901,0,0,0,0,0,4,0,0,0,205,1,0,2753
다사3374,0,0,0,0,0,2,0,0,0,21,1,0,2754
다사9117,0,0,0,0,2,7,0,1,7,386,1,0,2755
다사6297,0,0,0,0,0,0,0,0,0,281,1,0,2756
라사1524,0,0,0,0,0,6,0,0,0,189,1,0,2757
다사3945,0,0,0,0,0,7,0,0,41,1271,1,0,2758
라사0689,0,0,0,0,0,2,0,0,0,50,1,0,2759
다사5997,0,0,0,0,0,0,0,0,0,14,1,0,2760
다아6602,0,0,0,0,0,2,0,0,0,99,1,0,2761
다사4013,0,3,0,0,0,4,0,1,66,955,1,0,2762
라사0464,0,0,0,0,0,0,0,0,0,0,1,0,2763
라사1638,0,0,0,0,0,1,0,0,0,74,1,0,2764
라사1634,0,0,0,0,0,3,0,0,0,138,1,0,2765
다바8695,0,0,0,0,0,2,0,0,0,13,1,0,2766
다사8931,0,0,0,0,0,0,0,0,0,7,1,0,2767
다사6378,0,0,0,0,2,10,0,8,201,4176,1,0,2768
다아5300,0,0,0,0,0,2,0,0,0,22,1,0,2769
다사8690,0,0,0,0,0,0,0,0,0,0,1,0,2770
다바7592,0,0,0,0,0,7,0,1,0,120,1,0,2771
라사0172,0,0,0,0,0,4,0,0,0,89,1,0,2772
다바5691,0,0,0,0,0,0,0,0,0,0,1,0,2773
다사9321,0,0,0,0,1,4,0,9,218,3737,1,0,2774
다사7420,0,1,0,0,7,6,0,1,120,3083,1,0,2775
다아7715,0,0,0,0,0,2,0,0,0,30,1,0,2776
다아8212,0,0,0,0,0,0,0,0,0,40,1,0,2777
다사9180,0,0,0,0,0,0,0,0,0,0,1,0,2778
라사1939,0,0,0,0,0,0,0,0,0,0,1,0,2779
다사7211,0,0,0,0,0,2,0,0,0,103,1,0,2780
다바7880,0,0,0,0,0,4,0,1,0,85,1,0,2781
다사7233,0,0,0,0,0,5,0,0,0,271,1,0,2782
라사1609,0,0,0,0,0,8,0,0,0,319,1,0,2783
다사6027,0,0,0,0,0,1,0,0,12,359,1,0,2784
다사5261,0,0,0,0,0,0,0,0,0,7,1,0,2785
라바0598,0,0,0,0,0,2,0,0,0,46,1,0,2786
다바9698,0,0,0,0,0,2,0,0,0,100,1,0,2787
라사1753,0,0,0,0,0,0,0,0,0,20,1,0,2788
라사0488,0,0,0,0,0,4,0,0,0,92,1,0,2789
다사7144,0,0,0,0,0,0,0,0,0,0,1,0,2790
다사5885,0,0,0,0,1,7,0,1,0,184,1,0,2791
다사8783,0,0,0,0,0,4,0,0,0,114,1,0,2792
다사4402,0,0,0,0,0,2,0,1,0,214,1,0,2793
라사0613,0,0,0,0,0,2,0,0,0,129,1,0,2794
다사5429,0,0,0,0,0,0,0,0,0,66,1,0,2795
다사2561,0,1,0,0,2,8,0,8,286,3921,1,0,2796
다사5876,0,0,0,0,2,7,0,2,8,377,1,0,2797
다사7503,0,0,0,0,0,0,0,0,0,46,1,0,2798
다아8407,0,0,0,0,1,3,0,0,0,119,1,0,2799
다사2867,0,0,0,0,2,14,0,1,0,220,1,0,2800
다사2713,0,0,0,0,0,6,0,0,0,82,1,0,2801
다사5738,0,0,0,0,0,2,0,2,33,582,1,0,2802
다사8075,0,0,0,0,0,0,0,0,0,22,1,0,2803
다사5405,0,0,0,0,1,4,0,0,0,79,1,0,2804
라사0834,0,0,0,0,0,4,0,0,0,97,1,0,2805
다바3892,0,0,0,0,0,0,0,0,0,8,1,0,2806
다사2411,0,0,0,0,0,2,0,0,0,71,1,0,2807
다사8526,0,0,0,0,1,2,0,0,0,264,1,0,2808
다바5194,0,0,0,0,0,0,0,0,0,185,1,0,2809
다사5300,0,0,0,0,0,2,0,0,0,55,1,0,2810
다바6396,0,0,0,0,0,0,0,0,0,40,1,0,2811
다바8890,0,0,0,0,0,2,0,0,0,114,1,0,2812
다사2465,0,0,0,0,0,0,0,0,0,41,1,0,2813
다사5360,0,0,0,0,0,0,0,0,0,8,1,0,2814
다사2705,0,0,0,0,0,3,0,0,0,85,1,0,2815
다아5301,0,0,0,0,0,6,0,0,0,84,1,0,2816
다사8928,0,0,0,0,0,4,0,0,0,143,1,0,2817
다사8400,0,0,0,0,0,3,0,0,0,55,1,0,2818
다사5509,0,0,0,0,1,6,0,0,9,260,1,0,2819
다사4621,0,0,0,0,0,0,0,0,0,0,1,0,2820
다사9483,0,0,0,0,0,0,0,0,0,0,1,0,2821
다바4289,0,0,0,0,0,0,0,1,0,47,1,0,2822
다사4063,0,0,0,0,0,0,0,0,0,37,1,0,2823
라사0434,0,0,0,0,0,2,0,0,0,109,1,0,2824
다사5633,0,0,0,0,0,6,0,1,29,612,1,0,2825
라사1436,0,0,0,0,0,0,0,0,0,10,1,0,2826
다사8580,0,0,0,0,0,0,0,0,0,210,1,0,2827
다사7238,0,0,0,0,0,0,0,0,0,6,1,0,2828
다사5304,0,0,0,0,3,2,0,0,0,181,1,0,2829
라사1331,0,0,0,0,0,0,0,0,0,0,1,0,2830
다사7564,0,0,0,0,0,0,0,0,0,10,1,0,2831
다아5715,0,0,0,0,0,2,0,0,0,14,1,0,2832
다바6692,0,0,0,0,1,2,0,0,0,111,1,0,2833
다사8452,0,0,0,0,0,6,0,0,11,296,1,0,2834
다사8366,0,0,0,0,0,0,0,0,0,11,1,0,2835
다바4583,0,0,0,0,0,2,0,0,0,159,1,0,2836
다사4430,0,0,0,0,0,8,0,0,0,120,1,0,2837
다아6902,0,0,0,0,0,2,0,0,0,50,1,0,2838
다사8238,0,0,0,0,0,2,0,0,0,20,1,0,2839
다사1566,0,0,0,0,0,4,0,0,0,123,1,0,2840
다아7411,0,0,0,0,0,2,0,1,0,31,1,0,2841
다사4815,0,0,0,0,0,1,0,0,0,106,1,0,2842
다사7260,0,0,0,0,0,0,0,0,0,100,1,0,2843
다사6024,0,0,0,0,0,0,0,3,110,2635,1,0,2844
다바5281,0,0,0,0,0,1,0,0,0,38,1,0,2845
다사7327,0,0,0,0,1,3,0,0,58,1239,1,0,2846
다사5302,0,0,0,0,0,0,0,0,0,49,1,0,2847
라사0139,0,0,0,0,0,6,0,0,0,244,1,0,2848
다사6230,0,0,0,0,1,0,0,0,6,99,1,0,2849
다바4779,0,0,0,0,0,5,0,0,0,46,1,0,2850
다사8293,0,0,0,0,0,0,0,0,0,82,1,0,2851
다사7321,0,0,0,0,0,0,0,0,0,52,1,0,2852
다사6269,0,0,0,0,0,4,0,0,0,74,1,0,2853
다사5882,0,0,0,0,0,0,0,0,0,8,1,0,2854
다사7483,0,0,0,0,0,0,0,0,0,175,1,0,2855
다사8306,0,0,0,0,0,3,0,0,0,120,1,0,2856
라사1547,0,0,0,0,0,0,0,0,0,77,1,0,2857
다바7780,0,0,0,0,0,1,0,0,0,130,1,0,2858
라사2238,0,0,0,0,0,0,0,0,0,14,1,0,2859
다사4868,0,0,0,0,0,3,0,0,0,108,1,0,2860
다사4572,0,0,0,0,1,6,0,0,0,282,1,0,2861
다바9795,0,0,0,0,0,4,0,0,0,103,1,0,2862
라사2134,0,0,0,0,0,1,0,0,0,94,1,0,2863
다바4985,0,0,0,0,0,0,0,0,0,198,1,0,2864
다사9822,0,0,0,0,0,2,0,0,0,77,1,0,2865
다사4407,0,0,0,0,1,4,0,1,0,122,1,0,2866
다바6397,0,0,0,0,0,1,0,2,0,190,1,0,2867
다바6492,0,1,0,0,7,7,0,4,528,6010,1,0,2868
다바6182,0,0,0,0,0,1,0,0,8,111,1,0,2869
라사1314,0,0,0,0,0,0,0,0,0,37,1,0,2870
다사6591,0,0,0,0,0,0,0,0,0,41,1,0,2871
다바8178,0,0,0,0,0,0,0,0,0,14,1,0,2872
다사5692,0,0,0,0,0,4,0,0,0,36,1,0,2873
다사9357,0,0,0,0,0,0,0,0,0,7,1,0,2874
다사8912,0,0,0,0,0,2,0,0,0,67,1,0,2875
다사3176,0,0,0,0,2,4,0,0,0,181,1,0,2876
다바7481,0,0,0,0,0,0,0,0,0,13,1,0,2877
다아6620,0,0,0,0,0,0,0,0,0,10,1,0,2878
다바5282,0,0,0,0,0,6,0,0,0,95,1,0,2879
다사6903,0,0,0,0,0,2,0,0,0,31,1,0,2880
다바9492,0,0,0,0,0,4,0,0,0,63,1,0,2881
다사2964,0,0,0,0,0,0,0,0,0,153,1,0,2882
다사5730,0,0,0,0,1,0,0,1,47,555,1,0,2883
다사4178,0,0,0,0,0,2,0,0,0,98,1,0,2884
다사6718,0,1,0,0,1,9,0,2,188,4996,1,0,2885
다사3928,0,0,0,0,2,4,0,0,0,78,1,0,2886
다아7305,0,0,0,0,0,0,0,0,0,66,1,0,2887
라사0186,0,0,0,0,0,0,0,0,0,27,1,0,2888
라사0429,0,0,0,0,0,5,0,0,0,84,1,0,2889
라사0926,0,0,0,0,0,0,0,0,0,0,1,0,2890
다사7061,0,0,0,0,0,2,0,0,6,336,1,0,2891
다사4889,0,0,0,0,0,3,0,0,0,110,1,0,2892
다사9498,0,0,0,0,0,5,0,0,0,48,1,0,2893
다사4117,0,0,0,0,0,0,0,0,0,63,1,0,2894
라사0686,0,0,0,0,0,0,0,0,0,18,1,0,2895
다사9499,0,0,0,0,0,2,0,0,0,19,1,0,2896
다사7731,0,0,0,0,2,5,0,0,85,2027,1,0,2897
다바7499,0,0,0,0,0,4,0,0,8,121,1,0,2898
다사9403,0,0,0,0,0,3,0,0,0,203,1,0,2899
라사1438,0,0,0,0,0,0,0,0,0,107,1,0,2900
다사6773,0,0,0,0,0,1,0,0,0,161,1,0,2901
다사3791,0,0,0,0,0,0,0,0,0,17,1,0,2902
라사0801,0,0,0,0,1,4,0,0,0,51,1,0,2903
다아5606,0,0,0,0,0,0,0,0,0,81,1,0,2904
다사3780,0,0,0,0,0,4,0,0,0,164,1,0,2905
다사3357,0,0,0,0,0,0,0,0,106,1093,1,0,2906
다아6207,0,0,0,0,0,6,0,0,0,22,1,0,2907
다사1963,0,0,0,0,0,0,0,0,0,108,1,0,2908
다사7601,0,0,0,0,0,2,0,0,0,82,1,0,2909
다사4814,0,0,0,0,0,0,0,0,0,9,1,0,2910
다사9119,0,0,0,0,1,2,0,0,0,199,1,0,2911
라사0717,0,0,0,0,0,0,0,0,0,32,1,0,2912
다사8263,0,0,0,0,0,6,0,9,509,8526,1,0,2913
다사5627,0,0,0,0,0,0,0,0,0,0,1,0,2914
다사8564,0,0,0,0,0,2,0,0,0,111,1,0,2915
다사8625,0,0,0,0,0,0,0,0,0,45,1,0,2916
다사8391,0,0,0,0,0,4,0,1,120,865,1,0,2917
다사4310,0,0,0,0,0,0,0,0,0,113,1,0,2918
다사5582,0,0,0,0,0,6,0,0,0,129,1,0,2919
다사1515,0,0,0,0,0,0,0,0,0,0,1,0,2920
다사3435,0,0,0,0,0,0,0,0,0,46,1,0,2921
다바8195,0,0,0,0,0,2,0,0,0,80,1,0,2922
다사9517,0,0,0,0,0,4,0,0,0,203,1,0,2923
다사2805,0,0,0,0,0,0,0,0,0,99,1,0,2924
다사8376,0,0,0,0,0,1,0,0,0,12,1,0,2925
다사3244,0,0,0,0,0,1,0,0,0,10,1,0,2926
다사7610,0,0,0,0,0,0,0,0,0,33,1,0,2927
다바8694,0,0,0,0,0,0,0,0,0,20,1,0,2928
다아6306,0,0,0,0,0,0,0,0,0,16,1,0,2929
다사8268,0,0,0,0,0,5,0,0,0,66,1,0,2930
다바7495,0,0,0,0,0,3,0,0,0,101,1,0,2931
다사7468,0,0,0,0,0,8,0,2,8,439,1,0,2932
다사9716,0,0,0,0,7,0,0,1,15,2990,1,0,2933
다사6947,0,0,0,0,0,5,0,0,0,386,1,0,2934
다사2056,0,0,0,0,0,5,0,0,0,155,1,0,2935
라사1527,0,0,0,0,0,5,0,0,0,61,1,0,2936
다아5502,0,0,0,0,0,2,0,0,0,30,1,0,2937
라사0628,0,0,0,0,0,2,0,0,0,116,1,0,2938
다사9542,0,0,0,0,0,0,0,0,0,54,1,0,2939
다사4674,0,0,0,0,0,4,0,0,0,132,1,0,2940
다사5193,0,0,0,0,0,4,0,0,0,16,1,0,2941
다사4082,0,0,0,0,0,0,0,0,0,55,1,0,2942
다사6465,0,0,0,0,0,0,0,0,0,0,1,0,2943
다바5787,0,0,0,0,0,7,0,0,0,100,1,0,2944
다사9528,0,0,0,0,0,0,0,0,0,0,1,0,2945
다바4783,0,0,0,0,0,5,0,0,0,76,1,0,2946
다사4570,0,1,0,0,0,3,0,0,0,73,1,0,2947
다사5235,0,0,0,0,0,0,0,0,15,442,1,0,2948
다사4131,0,0,0,0,0,4,0,1,45,490,1,0,2949
다사9024,0,0,0,0,0,1,0,0,0,12,1,0,2950
다사6491,0,0,0,0,0,0,0,0,0,43,1,0,2951
다아8502,0,0,0,0,0,0,0,0,0,31,1,0,2952
다사4808,0,0,0,0,0,0,0,1,0,0,1,0,2953
다바5593,0,0,0,0,0,1,0,0,0,41,1,0,2954
다사7981,0,0,0,0,0,4,0,0,0,135,1,0,2955
다사8124,0,0,0,0,0,0,0,0,0,30,1,0,2956
다사3614,0,0,0,0,0,0,0,0,0,50,1,0,2957
다아5605,0,0,0,0,0,0,0,0,0,52,1,0,2958
다바4997,0,0,0,0,0,0,0,0,0,72,1,0,2959
다사6676,0,0,0,0,0,2,0,1,8,550,1,0,2960
다사5998,0,0,0,0,0,0,0,0,0,29,1,0,2961
다사8913,0,0,0,0,0,0,0,0,0,21,1,0,2962
